ds,Open,High,Low,y,Volume,Dividends,Stock Splits
2024-12-27,257.54682582842287,258.41589596104086,252.78207543596488,255.30929565429688,42355300,0.0,0.0
2024-12-30,251.95298524244893,253.22159473829512,250.47461491371791,251.9230194091797,35557500,0.0,0.0
2024-12-31,252.16275955239965,253.00183336212825,249.15605553782555,250.1449737548828,39480700,0.0,0.0
2025-01-02,248.65660659999048,248.826433311358,241.5544297530332,243.5821990966797,55740700,0.0,0.0
2025-01-03,243.0927276611328,243.911819160746,241.624340886356,243.0927276611328,40244100,0.0,0.0
2025-01-06,244.04168187374515,247.0583693989477,242.93290033169583,244.73092651367188,45045600,0.0,0.0
2025-01-07,242.71314361950863,245.28032844029428,241.08494412707995,241.94400024414065,40856000,0.0,0.0
2025-01-08,241.6542990502637,243.44234164075263,239.78635773622744,242.4334411621093,37628900,0.0,0.0
2025-01-10,239.7463920626497,239.8962364632009,232.74409661721964,236.58987426757807,61710900,0.0,0.0
2025-01-13,233.27352322575203,234.4122706050548,229.4677100170831,234.14256286621097,49630700,0.0,0.0
2025-01-14,234.49217517741417,235.8606656353981,232.21468051006943,233.02378845214844,39435300,0.0,0.0
2025-01-15,234.38230107288464,238.6975638581554,234.17252500331003,237.60874938964844,39832000,0.0,0.0
2025-01-16,237.089336348529,237.74859991927727,227.7795647267042,228.00930786132807,71759100,0.0,0.0
2025-01-17,231.86506609768284,232.03487756377,228.2290643880918,229.7274169921875,68488300,0.0,0.0
2025-01-21,223.75398423747347,224.17352112887505,219.13906319002533,222.39547729492188,98070400,0.0,0.0
2025-01-22,219.54859611049605,223.8738422645661,219.54859611049605,223.58416748046875,64126500,0.0,0.0
2025-01-23,224.493183388126,226.78066167492807,222.05586069453577,223.41436767578125,60234800,0.0,0.0
2025-01-24,224.53312753788663,225.38220009721184,221.16683361690275,222.5353240966797,54697900,0.0,0.0
2025-01-27,223.7739617116392,231.89502211760887,223.73399710835045,229.6075439453125,94863400,0.0,0.0
2025-01-28,230.59647127201657,239.9262098046868,230.55650666713984,237.99832153320312,75707600,0.0,0.0
2025-01-29,233.86287156365177,239.5965730646729,233.75299176206667,239.0971221923828,45486100,0.0,0.0
2025-01-30,238.40787147181928,240.52553823889048,236.94948349745044,237.3290557861328,55658300,0.0,0.0
2025-01-31,246.9185272875337,246.9185272875337,233.18362815459497,235.7408142089844,101075100,0.0,0.0
2025-02-03,229.73741895869952,231.5753945205246,225.45212191586603,227.75958251953125,73063300,0.0,0.0
2025-02-04,227.00041910872287,232.87396618357337,226.40107197135944,232.54432678222656,45067300,0.0,0.0
2025-02-05,228.2790158263464,232.4144684638066,228.0193068583431,232.2146911621093,39620300,0.0,0.0
2025-02-06,231.0359788855247,233.54323203112875,230.1769227714588,232.9638671875,29925300,0.0,0.0
